time [s]	34317 PDP 8 No	34317 PDP 8 Time	34317 PDP 8 Trigger	34317 PDP 8 FIG	34317 PDP 8 qmsTP	34317 PDP 8 m2	34317 PDP 8 h2
-6.562	-6.825	001:26:36.953 	1.8e-08	1e-99	2.22e-05	4.64e-10	-1.342e+16
-6.25	-6.5	001:26:37.265 	1.8e-08	1e-99	2.22e-05	4.56e-10	-1.422e+16
-5.937	-6.175	001:26:37.578 	1.8e-08	1e-99	2.22e-05	4.65e-10	-1.332e+16
-5.625	-5.85	001:26:37.890 	1.7e-08	1e-99	2.22e-05	4.56e-10	-1.422e+16
-5.312	-5.525	001:26:38.203 	1.7e-08	1e-99	2.22e-05	4.66e-10	-1.322e+16
-5.0	-5.2	001:26:38.515 	1.7e-08	1e-99	2.22e-05	4.54e-10	-1.442e+16
-4.687	-4.875	001:26:38.828 	1.8e-08	1e-99	2.22e-05	4.56e-10	-1.422e+16
-4.375	-4.55	001:26:39.140 	1.8e-08	1e-99	2.23e-05	4.7e-10	-1.282e+16
-4.062	-4.225	001:26:39.453 	1.7e-08	1e-99	2.23e-05	4.56e-10	-1.422e+16
-3.75	-3.9	001:26:39.765 	1.7e-08	1e-99	2.23e-05	4.67e-10	-1.312e+16
-3.437	-3.575	001:26:40.078 	1.8e-08	1e-99	2.23e-05	4.65e-10	-1.332e+16
-3.125	-3.25	001:26:40.390 	1.8e-08	1e-99	2.23e-05	4.64e-10	-1.342e+16
-2.812	-2.925	001:26:40.703 	1.8e-08	1e-99	2.23e-05	4.53e-10	-1.452e+16
-2.5	-2.6	001:26:41.015 	1.8e-08	1e-99	2.23e-05	4.54e-10	-1.442e+16
-2.187	-2.275	001:26:41.328 	1.8e-08	1e-99	2.23e-05	4.58e-10	-1.402e+16
-1.875	-1.95	001:26:41.640 	1.8e-08	1e-99	2.23e-05	4.64e-10	-1.342e+16
-1.562	-1.625	001:26:41.953 	1.7e-08	1e-99	2.23e-05	4.66e-10	-1.322e+16
-1.25	-1.3	001:26:42.265 	1.8e-08	1e-99	2.23e-05	4.67e-10	-1.312e+16
-0.937	-0.975	001:26:42.578 	1.8e-08	1e-99	2.23e-05	4.62e-10	-1.362e+16
-0.625	-0.65	001:26:42.890 	1.8e-08	1e-99	2.23e-05	4.57e-10	-1.412e+16
-0.312	-0.325	001:26:43.203 	6.7e-07	1e-99	2.23e-05	4.64e-10	-1.342e+16
0.0	0.0	001:26:43.515 	0.0001	1e-99	2.22e-05	4.58e-10	-1.402e+16
0.313	0.325	001:26:43.828 	0.00015	1e-99	2.22e-05	4.58e-10	-1.402e+16
0.625	0.65	001:26:44.140 	9.6e-05	1e-99	2.22e-05	4.61e-10	-1.372e+16
0.938	0.975	001:26:44.453 	8.8e-05	1e-99	2.22e-05	4.62e-10	-1.362e+16
1.25	1.3	001:26:44.765 	9.2e-05	1e-99	2.22e-05	4.7e-10	-1.282e+16
1.563	1.625	001:26:45.078 	0.0001	1e-99	2.23e-05	4.78e-10	-1.202e+16
1.875	1.95	001:26:45.390 	0.0001	1e-99	2.22e-05	4.59e-10	-1.392e+16
2.188	2.275	001:26:45.703 	9.3e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
2.5	2.6	001:26:46.015 	9.1e-05	1e-99	2.23e-05	4.55e-10	-1.432e+16
2.813	2.925	001:26:46.328 	9.2e-05	1e-99	2.22e-05	4.58e-10	-1.402e+16
3.125	3.25	001:26:46.640 	9.7e-05	1e-99	2.23e-05	4.62e-10	-1.362e+16
3.438	3.575	001:26:46.953 	9.8e-05	1e-99	2.23e-05	4.61e-10	-1.372e+16
3.75	3.9	001:26:47.265 	9e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
4.063	4.225	001:26:47.578 	8.7e-05	1e-99	2.23e-05	4.64e-10	-1.342e+16
4.375	4.55	001:26:47.890 	9.9e-05	1e-99	2.23e-05	4.69e-10	-1.292e+16
4.688	4.875	001:26:48.203 	9.8e-05	1e-99	2.23e-05	4.64e-10	-1.342e+16
5.0	5.2	001:26:48.515 	9.2e-05	1e-99	2.23e-05	4.59e-10	-1.392e+16
5.313	5.525	001:26:48.828 	8.8e-05	1e-99	2.23e-05	4.58e-10	-1.402e+16
5.625	5.85	001:26:49.140 	0.0001	1e-99	2.23e-05	4.63e-10	-1.352e+16
5.938	6.175	001:26:49.453 	0.00011	1e-99	2.23e-05	4.67e-10	-1.312e+16
6.25	6.5	001:26:49.765 	9.6e-05	1e-99	2.23e-05	4.58e-10	-1.402e+16
6.563	6.825	001:26:50.078 	9.1e-05	1e-99	2.23e-05	4.64e-10	-1.342e+16
6.875	7.15	001:26:50.390 	9e-05	1e-99	2.23e-05	4.67e-10	-1.312e+16
7.188	7.475	001:26:50.703 	9.2e-05	1e-99	2.23e-05	4.57e-10	-1.412e+16
7.5	7.8	001:26:51.015 	9.4e-05	1e-99	2.23e-05	4.67e-10	-1.312e+16
7.813	8.125	001:26:51.328 	8.9e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
8.125	8.45	001:26:51.640 	8.8e-05	1e-99	2.22e-05	4.59e-10	-1.392e+16
8.438	8.775	001:26:51.953 	0.0001	1e-99	2.23e-05	4.67e-10	-1.312e+16
8.75	9.1	001:26:52.265 	0.0001	1e-99	2.22e-05	4.72e-10	-1.262e+16
9.063	9.425	001:26:52.578 	8.8e-05	1e-99	2.23e-05	4.66e-10	-1.322e+16
9.375	9.75	001:26:52.890 	8.9e-05	1e-99	2.22e-05	4.69e-10	-1.292e+16
9.688	10.075	001:26:53.203 	0.0001	1e-99	2.23e-05	4.73e-10	-1.252e+16
10.0	10.4	001:26:53.515 	0.0001	1e-99	2.23e-05	4.62e-10	-1.362e+16
10.313	10.725	001:26:53.828 	9.4e-05	1e-99	2.23e-05	4.7e-10	-1.282e+16
10.625	11.05	001:26:54.140 	9.6e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
10.938	11.375	001:26:54.453 	8.9e-05	1e-99	2.23e-05	4.75e-10	-1.232e+16
11.25	11.7	001:26:54.765 	9.1e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
11.563	12.025	001:26:55.078 	0.0001	1e-99	2.23e-05	4.7e-10	-1.282e+16
11.875	12.35	001:26:55.390 	0.0001	1e-99	2.23e-05	4.69e-10	-1.292e+16
12.188	12.675	001:26:55.703 	9.2e-05	1e-99	2.23e-05	4.78e-10	-1.202e+16
12.5	13.0	001:26:56.015 	8.9e-05	1e-99	2.24e-05	4.73e-10	-1.252e+16
12.813	13.325	001:26:56.328 	0.0001	1e-99	2.23e-05	4.77e-10	-1.212e+16
13.125	13.65	001:26:56.640 	0.00022	1e-99	2.23e-05	4.84e-10	-1.142e+16
13.438	13.975	001:26:56.953 	9.8e-05	1e-99	2.23e-05	4.86e-10	-1.122e+16
13.75	14.3	001:26:57.265 	9.1e-05	1e-99	2.23e-05	4.74e-10	-1.242e+16
14.063	14.625	001:26:57.578 	8.9e-05	1e-99	2.23e-05	4.83e-10	-1.152e+16
14.375	14.95	001:26:57.890 	9.1e-05	1e-99	2.23e-05	4.82e-10	-1.162e+16
14.688	15.275	001:26:58.203 	9.5e-05	1e-99	2.23e-05	4.86e-10	-1.122e+16
15.0	15.6	001:26:58.515 	0.0001	1e-99	2.23e-05	4.82e-10	-1.162e+16
15.313	15.925	001:26:58.828 	0.0001	1e-99	2.23e-05	4.94e-10	-1.042e+16
15.625	16.25	001:26:59.140 	9.2e-05	1e-99	2.23e-05	4.85e-10	-1.132e+16
15.938	16.575	001:26:59.453 	9e-05	1e-99	2.23e-05	4.9e-10	-1.082e+16
16.25	16.9	001:26:59.765 	0.0001	1e-99	2.23e-05	5.04e-10	-9.42e+15
16.563	17.225	001:27:00.078 	0.0001	1e-99	2.23e-05	4.94e-10	-1.042e+16
16.875	17.55	001:27:00.390 	9.1e-05	1e-99	2.23e-05	4.95e-10	-1.032e+16
17.188	17.875	001:27:00.703 	9.2e-05	1e-99	2.23e-05	4.99e-10	-9.92e+15
17.5	18.2	001:27:01.015 	9.2e-05	1e-99	2.23e-05	4.94e-10	-1.042e+16
17.813	18.525	001:27:01.328 	9.6e-05	1e-99	2.23e-05	4.97e-10	-1.012e+16
18.125	18.85	001:27:01.640 	9.5e-05	1e-99	2.23e-05	5.11e-10	-8.72e+15
18.438	19.175	001:27:01.953 	8.9e-05	1e-99	2.23e-05	5.05e-10	-9.32e+15
18.75	19.5	001:27:02.265 	8.6e-05	1e-99	2.23e-05	5.07e-10	-9.12e+15
19.063	19.825	001:27:02.578 	9.7e-05	1e-99	2.23e-05	5.05e-10	-9.32e+15
19.391	20.15	001:27:02.906 	0.0001	1e-99	2.24e-05	5.16e-10	-8.22e+15
19.672	20.475	001:27:03.187 	9.6e-05	1e-99	2.24e-05	5.11e-10	-8.72e+15
20.016	20.8	001:27:03.531 	0.00012	1e-99	2.24e-05	5.22e-10	-7.62e+15
20.313	21.125	001:27:03.828 	0.00021	1e-99	2.24e-05	5.08e-10	-9.02e+15
20.625	21.45	001:27:04.140 	9.6e-05	1e-99	2.24e-05	5.2e-10	-7.82e+15
20.938	21.775	001:27:04.453 	9.1e-05	1e-99	2.23e-05	5.17e-10	-8.12e+15
21.25	22.1	001:27:04.765 	8.9e-05	1e-99	2.23e-05	5.09e-10	-8.92e+15
21.563	22.425	001:27:05.078 	9.1e-05	1e-99	2.23e-05	5.23e-10	-7.52e+15
21.875	22.75	001:27:05.390 	9.5e-05	1e-99	2.23e-05	5.2e-10	-7.82e+15
22.188	23.075	001:27:05.703 	9.4e-05	1e-99	2.23e-05	5.28e-10	-7.02e+15
22.5	23.4	001:27:06.015 	9.2e-05	1e-99	2.23e-05	5.33e-10	-6.52e+15
22.813	23.725	001:27:06.328 	8.9e-05	1e-99	2.23e-05	5.32e-10	-6.62e+15
23.125	24.05	001:27:06.640 	0.0001	1e-99	2.23e-05	5.28e-10	-7.02e+15
23.438	24.375	001:27:06.953 	0.00015	1e-99	2.23e-05	5.29e-10	-6.92e+15
23.75	24.7	001:27:07.265 	9.1e-05	1e-99	2.23e-05	5.39e-10	-5.92e+15
24.063	25.025	001:27:07.578 	9.5e-05	1e-99	2.23e-05	5.33e-10	-6.52e+15
24.375	25.35	001:27:07.890 	0.0001	1e-99	2.23e-05	5.35e-10	-6.32e+15
24.688	25.675	001:27:08.203 	9.7e-05	1e-99	2.23e-05	5.42e-10	-5.62e+15
25.0	26.0	001:27:08.515 	9.1e-05	1e-99	2.23e-05	5.34e-10	-6.42e+15
25.313	26.325	001:27:08.828 	9.1e-05	1e-99	2.23e-05	5.48e-10	-5.02e+15
25.625	26.65	001:27:09.140 	9.6e-05	1e-99	2.23e-05	5.38e-10	-6.02e+15
25.938	26.975	001:27:09.453 	9.6e-05	1e-99	2.24e-05	5.44e-10	-5.42e+15
26.25	27.3	001:27:09.765 	9e-05	1e-99	2.24e-05	5.52e-10	-4.62e+15
26.563	27.625	001:27:10.078 	8.6e-05	1e-99	2.24e-05	5.46e-10	-5.22e+15
26.875	27.95	001:27:10.390 	9e-05	1e-99	2.24e-05	5.43e-10	-5.52e+15
27.188	28.275	001:27:10.703 	0.0001	1e-99	2.24e-05	5.56e-10	-4.22e+15
27.5	28.6	001:27:11.015 	0.0001	1e-99	2.24e-05	5.6e-10	-3.82e+15
27.813	28.925	001:27:11.328 	9.5e-05	1e-99	2.24e-05	5.57e-10	-4.12e+15
28.125	29.25	001:27:11.640 	8.9e-05	1e-99	2.24e-05	5.64e-10	-3.42e+15
28.438	29.575	001:27:11.953 	8.6e-05	1e-99	2.24e-05	5.68e-10	-3.02e+15
28.75	29.9	001:27:12.265 	0.00013	1e-99	2.23e-05	5.68e-10	-3.02e+15
29.063	30.225	001:27:12.578 	0.00012	1e-99	2.23e-05	5.68e-10	-3.02e+15
29.375	30.55	001:27:12.890 	9.4e-05	1e-99	2.23e-05	5.65e-10	-3.32e+15
29.688	30.875	001:27:13.203 	9e-05	1e-99	2.23e-05	5.67e-10	-3.12e+15
30.0	31.2	001:27:13.515 	9.1e-05	1e-99	2.23e-05	5.77e-10	-2.12e+15
30.313	31.525	001:27:13.828 	8.9e-05	1e-99	2.23e-05	5.8e-10	-1.82e+15
30.625	31.85	001:27:14.140 	9.4e-05	1e-99	2.23e-05	5.83e-10	-1.52e+15
30.938	32.175	001:27:14.453 	9.4e-05	1e-99	2.23e-05	5.75e-10	-2.32e+15
31.25	32.5	001:27:14.765 	9.1e-05	1e-99	2.23e-05	5.9e-10	-8.2e+14
31.563	32.825	001:27:15.078 	9.5e-05	1e-99	2.24e-05	5.85e-10	-1.32e+15
31.875	33.15	001:27:15.390 	0.00012	1e-99	2.24e-05	5.87e-10	-1.12e+15
32.188	33.475	001:27:15.703 	0.0001	1e-99	2.24e-05	5.87e-10	-1.12e+15
32.5	33.8	001:27:16.015 	8.9e-05	1e-99	2.24e-05	5.86e-10	-1.22e+15
32.813	34.125	001:27:16.328 	8.8e-05	1e-99	2.24e-05	6.01e-10	2.8e+14
33.125	34.45	001:27:16.640 	0.0001	1e-99	2.24e-05	5.99e-10	8e+13
33.438	34.775	001:27:16.953 	0.0001	1e-99	2.24e-05	5.96e-10	-2.2e+14
33.75	35.1	001:27:17.265 	9.6e-05	1e-99	2.24e-05	6.03e-10	4.8e+14
34.063	35.425	001:27:17.578 	9.2e-05	1e-99	2.24e-05	6.01e-10	2.8e+14
34.375	35.75	001:27:17.890 	9.2e-05	1e-99	2.24e-05	6.1e-10	1.18e+15
34.688	36.075	001:27:18.203 	9.4e-05	1e-99	2.24e-05	6.08e-10	9.8e+14
35.0	36.4	001:27:18.515 	9.9e-05	1e-99	2.24e-05	6.12e-10	1.38e+15
35.313	36.725	001:27:18.828 	9.5e-05	1e-99	2.24e-05	6.22e-10	2.38e+15
35.625	37.05	001:27:19.140 	9e-05	1e-99	2.24e-05	6.08e-10	9.8e+14
35.938	37.375	001:27:19.453 	8.7e-05	1e-99	2.24e-05	6.27e-10	2.88e+15
36.25	37.7	001:27:19.765 	9.5e-05	1e-99	2.24e-05	6.2e-10	2.18e+15
36.563	38.025	001:27:20.078 	9.3e-05	1e-99	2.24e-05	6.27e-10	2.88e+15
36.875	38.35	001:27:20.390 	9.5e-05	1e-99	2.24e-05	6.19e-10	2.08e+15
37.188	38.675	001:27:20.703 	0.00017	1e-99	2.24e-05	6.33e-10	3.48e+15
37.5	39.0	001:27:21.015 	0.0001	1e-99	2.24e-05	6.35e-10	3.68e+15
37.813	39.325	001:27:21.328 	9.2e-05	1e-99	2.24e-05	6.2e-10	2.18e+15
38.125	39.65	001:27:21.640 	9.1e-05	1e-99	2.24e-05	6.31e-10	3.28e+15
38.438	39.975	001:27:21.953 	9.3e-05	1e-99	2.24e-05	6.43e-10	4.48e+15
38.75	40.3	001:27:22.265 	9.6e-05	1e-99	2.24e-05	6.34e-10	3.58e+15
39.063	40.625	001:27:22.578 	9.4e-05	1e-99	2.24e-05	6.44e-10	4.58e+15
39.375	40.95	001:27:22.890 	8.9e-05	1e-99	2.24e-05	6.39e-10	4.08e+15
39.688	41.275	001:27:23.203 	9.6e-05	1e-99	2.25e-05	6.51e-10	5.28e+15
40.0	41.6	001:27:23.515 	0.00014	1e-99	2.24e-05	6.45e-10	4.68e+15
40.313	41.925	001:27:23.828 	0.0001	1e-99	2.24e-05	6.59e-10	6.08e+15
40.625	42.25	001:27:24.140 	8.8e-05	1e-99	2.25e-05	6.5e-10	5.18e+15
40.938	42.575	001:27:24.453 	9.7e-05	1e-99	2.24e-05	6.55e-10	5.68e+15
41.25	42.9	001:27:24.765 	9.9e-05	1e-99	2.24e-05	6.69e-10	7.08e+15
41.563	43.225	001:27:25.078 	9.2e-05	1e-99	2.24e-05	6.56e-10	5.78e+15
41.875	43.55	001:27:25.390 	9.2e-05	1e-99	2.24e-05	6.62e-10	6.38e+15
42.188	43.875	001:27:25.703 	9.5e-05	1e-99	2.24e-05	6.67e-10	6.88e+15
42.5	44.2	001:27:26.015 	0.0001	1e-99	2.24e-05	6.62e-10	6.38e+15
42.813	44.525	001:27:26.328 	9.7e-05	1e-99	2.24e-05	6.69e-10	7.08e+15
43.125	44.85	001:27:26.640 	9.1e-05	1e-99	2.24e-05	6.69e-10	7.08e+15
43.438	45.175	001:27:26.953 	8.7e-05	1e-99	2.24e-05	6.77e-10	7.88e+15
43.75	45.5	001:27:27.265 	9.8e-05	1e-99	2.24e-05	6.83e-10	8.48e+15
44.063	45.825	001:27:27.578 	0.0001	1e-99	2.24e-05	6.72e-10	7.38e+15
44.375	46.15	001:27:27.890 	9.6e-05	1e-99	2.24e-05	6.85e-10	8.68e+15
44.688	46.475	001:27:28.203 	9.2e-05	1e-99	2.24e-05	6.73e-10	7.48e+15
45.0	46.8	001:27:28.515 	8.7e-05	1e-99	2.24e-05	6.85e-10	8.68e+15
45.313	47.125	001:27:28.828 	0.00015	1e-99	2.25e-05	6.85e-10	8.68e+15
45.625	47.45	001:27:29.140 	0.00019	1e-99	2.25e-05	7e-10	1.018e+16
45.938	47.775	001:27:29.453 	9.9e-05	1e-99	2.25e-05	6.9e-10	9.18e+15
46.25	48.1	001:27:29.765 	9.1e-05	1e-99	2.25e-05	6.93e-10	9.48e+15
46.563	48.425	001:27:30.078 	8.9e-05	1e-99	2.25e-05	6.97e-10	9.88e+15
46.875	48.75	001:27:30.390 	9e-05	1e-99	2.25e-05	7.06e-10	1.078e+16
47.188	49.075	001:27:30.703 	9.3e-05	1e-99	2.25e-05	7.1e-10	1.118e+16
47.5	49.4	001:27:31.015 	9.6e-05	1e-99	2.25e-05	7.11e-10	1.128e+16
47.813	49.725	001:27:31.328 	9.3e-05	1e-99	2.25e-05	7.03e-10	1.048e+16
48.125	50.05	001:27:31.640 	8.9e-05	1e-99	2.25e-05	7.18e-10	1.198e+16
48.438	50.375	001:27:31.953 	8.8e-05	1e-99	2.25e-05	7.05e-10	1.068e+16
48.75	50.7	001:27:32.265 	0.0001	1e-99	2.24e-05	7.08e-10	1.098e+16
49.063	51.025	001:27:32.578 	0.0001	1e-99	2.24e-05	7.11e-10	1.128e+16
49.375	51.35	001:27:32.890 	9.2e-05	1e-99	2.24e-05	7.29e-10	1.308e+16
49.688	51.675	001:27:33.203 	8.7e-05	1e-99	2.24e-05	7.31e-10	1.328e+16
50.0	52.0	001:27:33.515 	0.0001	1e-99	2.24e-05	7.25e-10	1.268e+16
50.313	52.325	001:27:33.828 	0.0001	1e-99	2.24e-05	7.26e-10	1.278e+16
50.625	52.65	001:27:34.140 	9.7e-05	1e-99	2.24e-05	7.28e-10	1.298e+16
50.938	52.975	001:27:34.453 	9.3e-05	1e-99	2.24e-05	7.35e-10	1.368e+16
51.25	53.3	001:27:34.765 	9.1e-05	1e-99	2.25e-05	7.41e-10	1.428e+16
51.563	53.625	001:27:35.078 	9.2e-05	1e-99	2.25e-05	7.26e-10	1.278e+16
51.875	53.95	001:27:35.390 	9.3e-05	1e-99	2.25e-05	7.25e-10	1.268e+16
52.188	54.275	001:27:35.703 	9.5e-05	1e-99	2.25e-05	7.38e-10	1.398e+16
52.5	54.6	001:27:36.015 	9.1e-05	1e-99	2.25e-05	7.38e-10	1.398e+16
52.813	54.925	001:27:36.328 	8.7e-05	1e-99	2.25e-05	7.49e-10	1.508e+16
53.125	55.25	001:27:36.640 	9.2e-05	1e-99	2.25e-05	7.53e-10	1.548e+16
53.438	55.575	001:27:36.953 	0.0001	1e-99	2.25e-05	7.51e-10	1.528e+16
53.75	55.9	001:27:37.265 	0.0001	1e-99	2.25e-05	7.54e-10	1.558e+16
54.063	56.225	001:27:37.578 	9.4e-05	1e-99	2.25e-05	7.55e-10	1.568e+16
54.375	56.55	001:27:37.890 	8.8e-05	1e-99	2.25e-05	7.63e-10	1.648e+16
54.688	56.875	001:27:38.203 	8.8e-05	1e-99	2.25e-05	7.6e-10	1.618e+16
55.0	57.2	001:27:38.515 	0.00012	1e-99	2.25e-05	7.69e-10	1.708e+16
55.313	57.525	001:27:38.828 	0.00022	1e-99	2.25e-05	7.61e-10	1.628e+16
55.625	57.85	001:27:39.140 	9.7e-05	1e-99	2.25e-05	7.71e-10	1.728e+16
55.938	58.175	001:27:39.453 	8.9e-05	1e-99	2.25e-05	7.73e-10	1.748e+16
56.25	58.5	001:27:39.765 	9e-05	1e-99	2.25e-05	7.71e-10	1.728e+16
56.563	58.825	001:27:40.078 	9e-05	1e-99	2.25e-05	7.68e-10	1.698e+16
56.875	59.15	001:27:40.390 	9.5e-05	1e-99	2.25e-05	7.79e-10	1.808e+16
57.188	59.475	001:27:40.703 	9.7e-05	1e-99	2.25e-05	7.62e-10	1.638e+16
57.5	59.8	001:27:41.015 	9.4e-05	1e-99	2.25e-05	7.76e-10	1.778e+16
57.813	60.125	001:27:41.328 	9e-05	1e-99	2.25e-05	7.73e-10	1.748e+16
58.125	60.45	001:27:41.640 	8.8e-05	1e-99	2.25e-05	7.85e-10	1.868e+16
58.438	60.775	001:27:41.953 	9.8e-05	1e-99	2.25e-05	7.87e-10	1.888e+16
58.75	61.1	001:27:42.265 	0.00012	1e-99	2.25e-05	7.94e-10	1.958e+16
59.063	61.425	001:27:42.578 	0.0001	1e-99	2.25e-05	7.9e-10	1.918e+16
59.375	61.75	001:27:42.890 	9.4e-05	1e-99	2.25e-05	7.87e-10	1.888e+16
59.688	62.075	001:27:43.203 	8.8e-05	1e-99	2.25e-05	7.99e-10	2.008e+16
60.0	62.4	001:27:43.515 	8.7e-05	1e-99	2.25e-05	7.95e-10	1.968e+16
60.313	62.725	001:27:43.828 	9.5e-05	1e-99	2.25e-05	7.96e-10	1.978e+16
60.625	63.05	001:27:44.140 	0.0001	1e-99	2.25e-05	8e-10	2.018e+16
60.938	63.375	001:27:44.453 	0.0001	1e-99	2.25e-05	8.06e-10	2.078e+16
61.25	63.7	001:27:44.765 	9.3e-05	1e-99	2.25e-05	8.26e-10	2.278e+16
61.563	64.025	001:27:45.078 	9.2e-05	1e-99	2.25e-05	8.18e-10	2.198e+16
61.875	64.35	001:27:45.390 	9.8e-05	1e-99	2.25e-05	8.1e-10	2.118e+16
62.188	64.675	001:27:45.703 	9.7e-05	1e-99	2.25e-05	8.02e-10	2.038e+16
62.5	65.0	001:27:46.015 	9.2e-05	1e-99	2.25e-05	8.22e-10	2.238e+16
62.813	65.325	001:27:46.328 	8.7e-05	1e-99	2.25e-05	8.04e-10	2.058e+16
63.125	65.65	001:27:46.640 	8.7e-05	1e-99	2.25e-05	8.14e-10	2.158e+16
63.438	65.975	001:27:46.953 	9.6e-05	1e-99	2.25e-05	8.15e-10	2.168e+16
63.75	66.3	001:27:47.265 	9.9e-05	1e-99	2.25e-05	8.23e-10	2.248e+16
64.063	66.625	001:27:47.578 	9.4e-05	1e-99	2.26e-05	8.22e-10	2.238e+16
64.375	66.95	001:27:47.890 	8.8e-05	1e-99	2.26e-05	8.22e-10	2.238e+16
64.688	67.275	001:27:48.203 	8.8e-05	1e-99	2.26e-05	8.2e-10	2.218e+16
65.0	67.6	001:27:48.515 	0.0001	1e-99	2.26e-05	8.25e-10	2.268e+16
65.313	67.925	001:27:48.828 	0.0002	1e-99	2.26e-05	8.29e-10	2.308e+16
