time [s]	34316 PDP 8 No	34316 PDP 8 Time	34316 PDP 8 Trigger	34316 PDP 8 FIG	34316 PDP 8 qmsTP	34316 PDP 8 m2	34316 PDP 8 h2
-10.313	-10.725	001:17:59.140 	1.7e-08	1e-99	2.22e-05	3.69e-10	-2.292e+16
-10.0	-10.4	001:17:59.453 	1.8e-08	1e-99	2.23e-05	3.7e-10	-2.282e+16
-9.688	-10.075	001:17:59.765 	1.8e-08	1e-99	2.23e-05	3.63e-10	-2.352e+16
-9.375	-9.75	001:18:00.078 	1.8e-08	1e-99	2.23e-05	3.71e-10	-2.272e+16
-9.063	-9.425	001:18:00.390 	1.8e-08	1e-99	2.23e-05	3.67e-10	-2.312e+16
-8.75	-9.1	001:18:00.703 	1.8e-08	1e-99	2.23e-05	3.73e-10	-2.252e+16
-8.438	-8.775	001:18:01.015 	1.8e-08	1e-99	2.23e-05	3.69e-10	-2.292e+16
-8.125	-8.45	001:18:01.328 	1.8e-08	1e-99	2.23e-05	3.73e-10	-2.252e+16
-7.813	-8.125	001:18:01.640 	1.7e-08	1e-99	2.23e-05	3.7e-10	-2.282e+16
-7.5	-7.8	001:18:01.953 	1.7e-08	1e-99	2.23e-05	3.77e-10	-2.212e+16
-7.188	-7.475	001:18:02.265 	1.8e-08	1e-99	2.23e-05	3.71e-10	-2.272e+16
-6.875	-7.15	001:18:02.578 	1.7e-08	1e-99	2.23e-05	3.76e-10	-2.222e+16
-6.563	-6.825	001:18:02.890 	1.7e-08	1e-99	2.22e-05	3.74e-10	-2.242e+16
-6.25	-6.5	001:18:03.203 	1.8e-08	1e-99	2.22e-05	3.69e-10	-2.292e+16
-5.938	-6.175	001:18:03.515 	1.8e-08	1e-99	2.22e-05	3.82e-10	-2.162e+16
-5.625	-5.85	001:18:03.828 	1.8e-08	1e-99	2.22e-05	3.69e-10	-2.292e+16
-5.313	-5.525	001:18:04.140 	1.8e-08	1e-99	2.22e-05	3.72e-10	-2.262e+16
-5.0	-5.2	001:18:04.453 	1.7e-08	1e-99	2.22e-05	3.76e-10	-2.222e+16
-4.688	-4.875	001:18:04.765 	1.8e-08	1e-99	2.22e-05	3.68e-10	-2.302e+16
-4.375	-4.55	001:18:05.078 	1.8e-08	1e-99	2.22e-05	3.64e-10	-2.342e+16
-4.063	-4.225	001:18:05.390 	1.8e-08	1e-99	2.22e-05	3.77e-10	-2.212e+16
-3.75	-3.9	001:18:05.703 	1.7e-08	1e-99	2.22e-05	3.71e-10	-2.272e+16
-3.438	-3.575	001:18:06.015 	1.7e-08	1e-99	2.22e-05	3.67e-10	-2.312e+16
-3.125	-3.25	001:18:06.328 	1.8e-08	1e-99	2.22e-05	3.72e-10	-2.262e+16
-2.813	-2.925	001:18:06.640 	1.8e-08	1e-99	2.22e-05	3.73e-10	-2.252e+16
-2.5	-2.6	001:18:06.953 	1.7e-08	1e-99	2.22e-05	3.69e-10	-2.292e+16
-2.188	-2.275	001:18:07.265 	1.7e-08	1e-99	2.23e-05	3.75e-10	-2.232e+16
-1.875	-1.95	001:18:07.578 	1.8e-08	1e-99	2.23e-05	3.69e-10	-2.292e+16
-1.563	-1.625	001:18:07.890 	1.8e-08	1e-99	2.23e-05	3.73e-10	-2.252e+16
-1.25	-1.3	001:18:08.203 	1.7e-08	1e-99	2.23e-05	3.68e-10	-2.302e+16
-0.938	-0.975	001:18:08.515 	1.7e-08	1e-99	2.23e-05	3.71e-10	-2.272e+16
-0.625	-0.65	001:18:08.828 	1.8e-08	1e-99	2.23e-05	3.69e-10	-2.292e+16
-0.313	-0.325	001:18:09.140 	6.8e-07	1e-99	2.23e-05	3.7e-10	-2.282e+16
0.0	0.0	001:18:09.453 	8.9e-05	1e-99	2.22e-05	3.69e-10	-2.292e+16
0.312	0.325	001:18:09.765 	9.4e-05	1e-99	2.23e-05	3.72e-10	-2.262e+16
0.625	0.65	001:18:10.078 	0.0001	1e-99	2.23e-05	3.77e-10	-2.212e+16
0.937	0.975	001:18:10.390 	9.4e-05	1e-99	2.22e-05	3.72e-10	-2.262e+16
1.25	1.3	001:18:10.703 	9e-05	1e-99	2.22e-05	3.75e-10	-2.232e+16
1.562	1.625	001:18:11.015 	9.8e-05	1e-99	2.22e-05	3.84e-10	-2.142e+16
1.875	1.95	001:18:11.328 	9.9e-05	1e-99	2.22e-05	3.77e-10	-2.212e+16
2.187	2.275	001:18:11.640 	9.4e-05	1e-99	2.22e-05	3.74e-10	-2.242e+16
2.5	2.6	001:18:11.953 	9.2e-05	1e-99	2.22e-05	3.77e-10	-2.212e+16
2.812	2.925	001:18:12.265 	9e-05	1e-99	2.22e-05	3.73e-10	-2.252e+16
3.125	3.25	001:18:12.578 	9.3e-05	1e-99	2.22e-05	3.74e-10	-2.242e+16
3.437	3.575	001:18:12.890 	9.3e-05	1e-99	2.22e-05	3.76e-10	-2.222e+16
3.75	3.9	001:18:13.203 	8.8e-05	1e-99	2.22e-05	3.75e-10	-2.232e+16
4.062	4.225	001:18:13.515 	9.1e-05	1e-99	2.22e-05	3.75e-10	-2.232e+16
4.375	4.55	001:18:13.828 	0.0001	1e-99	2.22e-05	3.74e-10	-2.242e+16
4.687	4.875	001:18:14.140 	9.9e-05	1e-99	2.23e-05	3.77e-10	-2.212e+16
5.0	5.2	001:18:14.453 	9.3e-05	1e-99	2.23e-05	3.67e-10	-2.312e+16
5.312	5.525	001:18:14.765 	8.9e-05	1e-99	2.23e-05	3.71e-10	-2.272e+16
5.625	5.85	001:18:15.078 	9.9e-05	1e-99	2.23e-05	3.72e-10	-2.262e+16
5.937	6.175	001:18:15.390 	0.00019	1e-99	2.23e-05	3.74e-10	-2.242e+16
6.25	6.5	001:18:15.703 	0.0001	1e-99	2.23e-05	3.78e-10	-2.202e+16
6.562	6.825	001:18:16.015 	9.3e-05	1e-99	2.23e-05	3.75e-10	-2.232e+16
6.875	7.15	001:18:16.328 	9.3e-05	1e-99	2.23e-05	3.69e-10	-2.292e+16
7.187	7.475	001:18:16.640 	9.4e-05	1e-99	2.23e-05	3.8e-10	-2.182e+16
7.5	7.8	001:18:16.953 	9.1e-05	1e-99	2.23e-05	3.82e-10	-2.162e+16
7.812	8.125	001:18:17.265 	9e-05	1e-99	2.23e-05	3.79e-10	-2.192e+16
8.125	8.45	001:18:17.578 	0.0001	1e-99	2.23e-05	3.76e-10	-2.222e+16
8.437	8.775	001:18:17.890 	0.0001	1e-99	2.23e-05	3.79e-10	-2.192e+16
8.75	9.1	001:18:18.203 	9e-05	1e-99	2.22e-05	3.75e-10	-2.232e+16
9.062	9.425	001:18:18.515 	8.7e-05	1e-99	2.22e-05	3.83e-10	-2.152e+16
9.375	9.75	001:18:18.828 	9.8e-05	1e-99	2.22e-05	3.79e-10	-2.192e+16
9.687	10.075	001:18:19.140 	0.0001	1e-99	2.22e-05	3.85e-10	-2.132e+16
10.0	10.4	001:18:19.453 	9.6e-05	1e-99	2.22e-05	3.84e-10	-2.142e+16
10.312	10.725	001:18:19.765 	9.2e-05	1e-99	2.22e-05	3.85e-10	-2.132e+16
10.625	11.05	001:18:20.078 	9.2e-05	1e-99	2.22e-05	3.86e-10	-2.122e+16
10.937	11.375	001:18:20.390 	9.5e-05	1e-99	2.22e-05	3.82e-10	-2.162e+16
11.25	11.7	001:18:20.703 	9.7e-05	1e-99	2.22e-05	3.86e-10	-2.122e+16
11.562	12.025	001:18:21.015 	9e-05	1e-99	2.22e-05	3.86e-10	-2.122e+16
11.875	12.35	001:18:21.328 	8.7e-05	1e-99	2.23e-05	3.86e-10	-2.122e+16
12.187	12.675	001:18:21.640 	9.3e-05	1e-99	2.23e-05	3.82e-10	-2.162e+16
12.5	13.0	001:18:21.953 	0.0001	1e-99	2.23e-05	3.85e-10	-2.132e+16
12.812	13.325	001:18:22.265 	9.1e-05	1e-99	2.23e-05	3.92e-10	-2.062e+16
13.125	13.65	001:18:22.578 	9.2e-05	1e-99	2.23e-05	3.91e-10	-2.072e+16
13.437	13.975	001:18:22.890 	0.00021	1e-99	2.23e-05	3.98e-10	-2.002e+16
13.75	14.3	001:18:23.203 	0.0001	1e-99	2.23e-05	4.03e-10	-1.952e+16
14.062	14.625	001:18:23.515 	9.1e-05	1e-99	2.23e-05	4e-10	-1.982e+16
14.375	14.95	001:18:23.828 	9e-05	1e-99	2.23e-05	4.07e-10	-1.912e+16
14.687	15.275	001:18:24.140 	9.2e-05	1e-99	2.23e-05	4.03e-10	-1.952e+16
15.0	15.6	001:18:24.453 	9.6e-05	1e-99	2.23e-05	4.02e-10	-1.962e+16
15.312	15.925	001:18:24.765 	9.5e-05	1e-99	2.23e-05	4.05e-10	-1.932e+16
15.625	16.25	001:18:25.078 	9.3e-05	1e-99	2.23e-05	4.15e-10	-1.832e+16
15.937	16.575	001:18:25.390 	0.0001	1e-99	2.23e-05	4.08e-10	-1.902e+16
16.25	16.9	001:18:25.703 	9.3e-05	1e-99	2.23e-05	4.12e-10	-1.862e+16
16.562	17.225	001:18:26.015 	8.7e-05	1e-99	2.23e-05	4.15e-10	-1.832e+16
16.875	17.55	001:18:26.328 	8.8e-05	1e-99	2.23e-05	4.21e-10	-1.772e+16
17.187	17.875	001:18:26.640 	0.0001	1e-99	2.22e-05	4.25e-10	-1.732e+16
17.5	18.2	001:18:26.953 	0.0001	1e-99	2.22e-05	4.17e-10	-1.812e+16
17.812	18.525	001:18:27.265 	9.4e-05	1e-99	2.22e-05	4.14e-10	-1.842e+16
18.125	18.85	001:18:27.578 	9.1e-05	1e-99	2.22e-05	4.17e-10	-1.812e+16
18.437	19.175	001:18:27.890 	9.1e-05	1e-99	2.23e-05	4.18e-10	-1.802e+16
18.75	19.5	001:18:28.203 	9.5e-05	1e-99	2.23e-05	4.33e-10	-1.652e+16
19.062	19.825	001:18:28.515 	9.5e-05	1e-99	2.23e-05	4.36e-10	-1.622e+16
19.375	20.15	001:18:28.828 	8.9e-05	1e-99	2.23e-05	4.3e-10	-1.682e+16
19.687	20.475	001:18:29.140 	9.1e-05	1e-99	2.23e-05	4.38e-10	-1.602e+16
20.0	20.8	001:18:29.453 	0.0001	1e-99	2.23e-05	4.37e-10	-1.612e+16
20.312	21.125	001:18:29.765 	0.0001	1e-99	2.23e-05	4.4e-10	-1.582e+16
20.625	21.45	001:18:30.078 	9.5e-05	1e-99	2.23e-05	4.36e-10	-1.622e+16
20.937	21.775	001:18:30.390 	8.9e-05	1e-99	2.24e-05	4.43e-10	-1.552e+16
21.25	22.1	001:18:30.703 	9.3e-05	1e-99	2.23e-05	4.36e-10	-1.622e+16
21.562	22.425	001:18:31.015 	0.00017	1e-99	2.23e-05	4.49e-10	-1.492e+16
21.875	22.75	001:18:31.328 	0.0001	1e-99	2.23e-05	4.52e-10	-1.462e+16
22.187	23.075	001:18:31.640 	9.1e-05	1e-99	2.23e-05	4.5e-10	-1.482e+16
22.5	23.4	001:18:31.953 	9.1e-05	1e-99	2.23e-05	4.54e-10	-1.442e+16
22.812	23.725	001:18:32.265 	9.1e-05	1e-99	2.23e-05	4.62e-10	-1.362e+16
23.125	24.05	001:18:32.578 	9.3e-05	1e-99	2.23e-05	4.68e-10	-1.302e+16
23.437	24.375	001:18:32.890 	9.6e-05	1e-99	2.23e-05	4.58e-10	-1.402e+16
23.75	24.7	001:18:33.203 	9.5e-05	1e-99	2.23e-05	4.74e-10	-1.242e+16
24.062	25.025	001:18:33.515 	9.8e-05	1e-99	2.23e-05	4.59e-10	-1.392e+16
24.375	25.35	001:18:33.828 	0.0001	1e-99	2.23e-05	4.63e-10	-1.352e+16
24.687	25.675	001:18:34.140 	9.4e-05	1e-99	2.23e-05	4.7e-10	-1.282e+16
25.0	26.0	001:18:34.453 	8.6e-05	1e-99	2.23e-05	4.65e-10	-1.332e+16
25.312	26.325	001:18:34.765 	8.9e-05	1e-99	2.23e-05	4.71e-10	-1.272e+16
25.625	26.65	001:18:35.078 	0.0001	1e-99	2.23e-05	4.78e-10	-1.202e+16
25.937	26.975	001:18:35.390 	0.0001	1e-99	2.23e-05	4.79e-10	-1.192e+16
26.25	27.3	001:18:35.703 	9.4e-05	1e-99	2.23e-05	4.91e-10	-1.072e+16
26.562	27.625	001:18:36.015 	9.1e-05	1e-99	2.23e-05	4.83e-10	-1.152e+16
26.875	27.95	001:18:36.328 	9.3e-05	1e-99	2.24e-05	4.8e-10	-1.182e+16
27.187	28.275	001:18:36.640 	9.7e-05	1e-99	2.24e-05	4.86e-10	-1.122e+16
27.5	28.6	001:18:36.953 	9.3e-05	1e-99	2.24e-05	4.9e-10	-1.082e+16
27.812	28.925	001:18:37.265 	8.9e-05	1e-99	2.24e-05	4.98e-10	-1.002e+16
28.125	29.25	001:18:37.578 	9.7e-05	1e-99	2.24e-05	4.97e-10	-1.012e+16
28.437	29.575	001:18:37.890 	9.9e-05	1e-99	2.24e-05	5.01e-10	-9.72e+15
28.75	29.9	001:18:38.203 	9.4e-05	1e-99	2.24e-05	5.08e-10	-9.02e+15
29.062	30.225	001:18:38.515 	8.8e-05	1e-99	2.24e-05	5.04e-10	-9.42e+15
29.375	30.55	001:18:38.828 	9.1e-05	1e-99	2.24e-05	4.97e-10	-1.012e+16
29.687	30.875	001:18:39.140 	0.0001	1e-99	2.23e-05	5.12e-10	-8.62e+15
30.0	31.2	001:18:39.453 	0.0001	1e-99	2.24e-05	5.08e-10	-9.02e+15
30.312	31.525	001:18:39.765 	9.2e-05	1e-99	2.23e-05	5.12e-10	-8.62e+15
30.625	31.85	001:18:40.078 	8.9e-05	1e-99	2.23e-05	5.14e-10	-8.42e+15
30.937	32.175	001:18:40.390 	9.2e-05	1e-99	2.23e-05	5.21e-10	-7.72e+15
31.25	32.5	001:18:40.703 	9.6e-05	1e-99	2.23e-05	5.28e-10	-7.02e+15
31.562	32.825	001:18:41.015 	9.2e-05	1e-99	2.23e-05	5.27e-10	-7.12e+15
31.875	33.15	001:18:41.328 	9.1e-05	1e-99	2.23e-05	5.34e-10	-6.42e+15
32.187	33.475	001:18:41.640 	0.0001	1e-99	2.23e-05	5.3e-10	-6.82e+15
32.5	33.8	001:18:41.953 	9.6e-05	1e-99	2.23e-05	5.28e-10	-7.02e+15
32.812	34.125	001:18:42.265 	8.7e-05	1e-99	2.23e-05	5.31e-10	-6.72e+15
33.125	34.45	001:18:42.578 	9.2e-05	1e-99	2.23e-05	5.38e-10	-6.02e+15
33.437	34.775	001:18:42.890 	0.0001	1e-99	2.23e-05	5.44e-10	-5.42e+15
33.75	35.1	001:18:43.203 	9.4e-05	1e-99	2.24e-05	5.34e-10	-6.42e+15
34.062	35.425	001:18:43.515 	9.1e-05	1e-99	2.24e-05	5.35e-10	-6.32e+15
34.375	35.75	001:18:43.828 	9.2e-05	1e-99	2.24e-05	5.49e-10	-4.92e+15
34.687	36.075	001:18:44.140 	9.5e-05	1e-99	2.24e-05	5.38e-10	-6.02e+15
35.0	36.4	001:18:44.453 	9.5e-05	1e-99	2.24e-05	5.47e-10	-5.12e+15
35.312	36.725	001:18:44.765 	8.9e-05	1e-99	2.24e-05	5.56e-10	-4.22e+15
35.625	37.05	001:18:45.078 	8.8e-05	1e-99	2.24e-05	5.49e-10	-4.92e+15
35.937	37.375	001:18:45.390 	9.7e-05	1e-99	2.24e-05	5.47e-10	-5.12e+15
36.25	37.7	001:18:45.703 	0.0001	1e-99	2.24e-05	5.72e-10	-2.62e+15
36.562	38.025	001:18:46.015 	9.3e-05	1e-99	2.24e-05	5.54e-10	-4.42e+15
36.875	38.35	001:18:46.328 	9e-05	1e-99	2.24e-05	5.8e-10	-1.82e+15
37.187	38.675	001:18:46.640 	0.00014	1e-99	2.24e-05	5.68e-10	-3.02e+15
37.5	39.0	001:18:46.953 	0.00014	1e-99	2.24e-05	5.71e-10	-2.72e+15
37.812	39.325	001:18:47.265 	9.3e-05	1e-99	2.24e-05	5.81e-10	-1.72e+15
38.125	39.65	001:18:47.578 	9.1e-05	1e-99	2.24e-05	5.72e-10	-2.62e+15
38.437	39.975	001:18:47.890 	9.1e-05	1e-99	2.24e-05	5.66e-10	-3.22e+15
38.75	40.3	001:18:48.203 	9.4e-05	1e-99	2.24e-05	5.69e-10	-2.92e+15
39.062	40.625	001:18:48.515 	9.1e-05	1e-99	2.24e-05	5.89e-10	-9.2e+14
39.375	40.95	001:18:48.828 	8.7e-05	1e-99	2.24e-05	5.79e-10	-1.92e+15
39.687	41.275	001:18:49.140 	0.0001	1e-99	2.24e-05	5.89e-10	-9.2e+14
40.0	41.6	001:18:49.453 	0.0001	1e-99	2.24e-05	5.88e-10	-1.02e+15
40.312	41.925	001:18:49.765 	9.2e-05	1e-99	2.24e-05	5.94e-10	-4.2e+14
40.625	42.25	001:18:50.078 	9e-05	1e-99	2.24e-05	5.9e-10	-8.2e+14
40.937	42.575	001:18:50.390 	9.3e-05	1e-99	2.24e-05	5.9e-10	-8.2e+14
41.25	42.9	001:18:50.703 	9e-05	1e-99	2.24e-05	5.9e-10	-8.2e+14
41.562	43.225	001:18:51.015 	9.2e-05	1e-99	2.24e-05	5.98e-10	-2e+13
41.875	43.55	001:18:51.328 	9.7e-05	1e-99	2.24e-05	6.06e-10	7.8e+14
42.187	43.875	001:18:51.640 	9.7e-05	1e-99	2.24e-05	6e-10	1.8e+14
42.5	44.2	001:18:51.953 	8.8e-05	1e-99	2.24e-05	6.14e-10	1.58e+15
42.812	44.525	001:18:52.265 	9e-05	1e-99	2.24e-05	6.04e-10	5.8e+14
43.125	44.85	001:18:52.578 	0.0001	1e-99	2.24e-05	6.11e-10	1.28e+15
43.437	45.175	001:18:52.890 	0.0001	1e-99	2.25e-05	6.11e-10	1.28e+15
43.75	45.5	001:18:53.203 	9.3e-05	1e-99	2.25e-05	6.05e-10	6.8e+14
44.062	45.825	001:18:53.515 	8.9e-05	1e-99	2.25e-05	6.24e-10	2.58e+15
44.375	46.15	001:18:53.828 	0.0001	1e-99	2.25e-05	6.15e-10	1.68e+15
44.687	46.475	001:18:54.140 	0.0001	1e-99	2.25e-05	6.28e-10	2.98e+15
45.0	46.8	001:18:54.453 	9.1e-05	1e-99	2.25e-05	6.28e-10	2.98e+15
45.312	47.125	001:18:54.765 	9e-05	1e-99	2.24e-05	6.27e-10	2.88e+15
45.625	47.45	001:18:55.078 	8.8e-05	1e-99	2.24e-05	6.36e-10	3.78e+15
45.937	47.775	001:18:55.390 	9.5e-05	1e-99	2.24e-05	6.28e-10	2.98e+15
46.25	48.1	001:18:55.703 	0.0001	1e-99	2.24e-05	6.37e-10	3.88e+15
46.562	48.425	001:18:56.015 	9.8e-05	1e-99	2.24e-05	6.38e-10	3.98e+15
46.875	48.75	001:18:56.328 	8.8e-05	1e-99	2.24e-05	6.4e-10	4.18e+15
47.187	49.075	001:18:56.640 	8.8e-05	1e-99	2.24e-05	6.44e-10	4.58e+15
47.5	49.4	001:18:56.953 	0.0001	1e-99	2.24e-05	6.42e-10	4.38e+15
47.812	49.725	001:18:57.265 	0.0001	1e-99	2.24e-05	6.48e-10	4.98e+15
48.125	50.05	001:18:57.578 	9.5e-05	1e-99	2.24e-05	6.48e-10	4.98e+15
48.437	50.375	001:18:57.890 	9.1e-05	1e-99	2.24e-05	6.54e-10	5.58e+15
48.75	50.7	001:18:58.203 	9.1e-05	1e-99	2.24e-05	6.61e-10	6.28e+15
49.062	51.025	001:18:58.515 	9.5e-05	1e-99	2.24e-05	6.61e-10	6.28e+15
49.375	51.35	001:18:58.828 	9.4e-05	1e-99	2.24e-05	6.54e-10	5.58e+15
49.687	51.675	001:18:59.140 	8.6e-05	1e-99	2.24e-05	6.6e-10	6.18e+15
50.0	52.0	001:18:59.453 	9e-05	1e-99	2.24e-05	6.58e-10	5.98e+15
50.312	52.325	001:18:59.765 	9.7e-05	1e-99	2.25e-05	6.61e-10	6.28e+15
50.625	52.65	001:19:00.078 	9.3e-05	1e-99	2.25e-05	6.66e-10	6.78e+15
50.937	52.975	001:19:00.390 	8.9e-05	1e-99	2.25e-05	6.63e-10	6.48e+15
51.25	53.3	001:19:00.703 	9.5e-05	1e-99	2.25e-05	6.82e-10	8.38e+15
51.562	53.625	001:19:01.015 	0.00021	1e-99	2.25e-05	6.72e-10	7.38e+15
51.875	53.95	001:19:01.328 	0.0001	1e-99	2.25e-05	6.79e-10	8.08e+15
52.187	54.275	001:19:01.640 	9.2e-05	1e-99	2.25e-05	6.81e-10	8.28e+15
52.5	54.6	001:19:01.953 	9.2e-05	1e-99	2.25e-05	6.9e-10	9.18e+15
52.812	54.925	001:19:02.265 	9.1e-05	1e-99	2.25e-05	6.88e-10	8.98e+15
53.125	55.25	001:19:02.578 	9.4e-05	1e-99	2.25e-05	6.79e-10	8.08e+15
53.437	55.575	001:19:02.890 	9.5e-05	1e-99	2.25e-05	6.85e-10	8.68e+15
53.75	55.9	001:19:03.203 	9e-05	1e-99	2.24e-05	7e-10	1.018e+16
54.062	56.225	001:19:03.515 	9.3e-05	1e-99	2.24e-05	6.93e-10	9.48e+15
54.375	56.55	001:19:03.828 	0.00013	1e-99	2.24e-05	6.97e-10	9.88e+15
54.687	56.875	001:19:04.140 	9.7e-05	1e-99	2.24e-05	7.06e-10	1.078e+16
55.0	57.2	001:19:04.453 	9.2e-05	1e-99	2.24e-05	7.07e-10	1.088e+16
55.312	57.525	001:19:04.765 	8.6e-05	1e-99	2.24e-05	7.05e-10	1.068e+16
55.625	57.85	001:19:05.078 	8.7e-05	1e-99	2.24e-05	6.97e-10	9.88e+15
55.937	58.175	001:19:05.390 	0.0001	1e-99	2.25e-05	7.07e-10	1.088e+16
56.25	58.5	001:19:05.703 	0.0001	1e-99	2.25e-05	7.06e-10	1.078e+16
56.562	58.825	001:19:06.015 	9.5e-05	1e-99	2.25e-05	7.18e-10	1.198e+16
56.875	59.15	001:19:06.328 	9.3e-05	1e-99	2.25e-05	7.09e-10	1.108e+16
57.187	59.475	001:19:06.640 	9.4e-05	1e-99	2.25e-05	7.07e-10	1.088e+16
57.5	59.8	001:19:06.953 	9.6e-05	1e-99	2.25e-05	7.23e-10	1.248e+16
57.812	60.125	001:19:07.265 	9.6e-05	1e-99	2.25e-05	7.19e-10	1.208e+16
58.125	60.45	001:19:07.578 	8.9e-05	1e-99	2.25e-05	7.29e-10	1.308e+16
58.437	60.775	001:19:07.890 	8.6e-05	1e-99	2.25e-05	7.3e-10	1.318e+16
58.75	61.1	001:19:08.203 	9.6e-05	1e-99	2.25e-05	7.32e-10	1.338e+16
59.062	61.425	001:19:08.515 	0.0001	1e-99	2.25e-05	7.27e-10	1.288e+16
59.375	61.75	001:19:08.828 	9.5e-05	1e-99	2.25e-05	7.34e-10	1.358e+16
59.687	62.075	001:19:09.140 	8.9e-05	1e-99	2.25e-05	7.29e-10	1.308e+16
60.0	62.4	001:19:09.453 	9.3e-05	1e-99	2.25e-05	7.34e-10	1.358e+16
60.312	62.725	001:19:09.765 	0.00028	1e-99	2.25e-05	7.49e-10	1.508e+16
60.625	63.05	001:19:10.078 	0.0001	1e-99	2.25e-05	7.39e-10	1.408e+16
60.937	63.375	001:19:10.390 	9.4e-05	1e-99	2.25e-05	7.36e-10	1.378e+16
61.25	63.7	001:19:10.703 	9e-05	1e-99	2.25e-05	7.33e-10	1.348e+16
61.562	64.025	001:19:11.015 	9e-05	1e-99	2.25e-05	7.45e-10	1.468e+16
61.875	64.35	001:19:11.328 	9.3e-05	1e-99	2.25e-05	7.45e-10	1.468e+16
62.187	64.675	001:19:11.640 	9.4e-05	1e-99	2.25e-05	7.37e-10	1.388e+16
62.5	65.0	001:19:11.953 	9e-05	1e-99	2.25e-05	7.43e-10	1.448e+16
62.812	65.325	001:19:12.265 	8.8e-05	1e-99	2.25e-05	7.52e-10	1.538e+16
63.125	65.65	001:19:12.578 	0.0001	1e-99	2.25e-05	7.49e-10	1.508e+16
63.437	65.975	001:19:12.890 	9.6e-05	1e-99	2.25e-05	7.47e-10	1.488e+16
63.75	66.3	001:19:13.203 	8.8e-05	1e-99	2.25e-05	7.57e-10	1.588e+16
64.062	66.625	001:19:13.515 	8.8e-05	1e-99	2.25e-05	7.58e-10	1.598e+16
64.375	66.95	001:19:13.828 	0.0001	1e-99	2.25e-05	7.57e-10	1.588e+16
64.687	67.275	001:19:14.140 	0.0001	1e-99	2.26e-05	7.67e-10	1.688e+16
