time [s]	34318 PDP 8 No	34318 PDP 8 Time	34318 PDP 8 Trigger	34318 PDP 8 FIG	34318 PDP 8 qmsTP	34318 PDP 8 m2	34318 PDP 8 h2
-11.25	-11.7	001:35:39.453 	1.7e-08	1e-99	2.23e-05	4.79e-10	-1.192e+16
-10.938	-11.375	001:35:39.765 	1.8e-08	1e-99	2.23e-05	4.75e-10	-1.232e+16
-10.625	-11.05	001:35:40.078 	1.8e-08	1e-99	2.22e-05	4.69e-10	-1.292e+16
-10.313	-10.725	001:35:40.390 	1.7e-08	1e-99	2.22e-05	4.74e-10	-1.242e+16
-10.0	-10.4	001:35:40.703 	1.7e-08	1e-99	2.22e-05	4.8e-10	-1.182e+16
-9.688	-10.075	001:35:41.015 	1.8e-08	1e-99	2.22e-05	4.8e-10	-1.182e+16
-9.375	-9.75	001:35:41.328 	1.8e-08	1e-99	2.22e-05	4.73e-10	-1.252e+16
-9.063	-9.425	001:35:41.640 	1.7e-08	1e-99	2.22e-05	4.74e-10	-1.242e+16
-8.75	-9.1	001:35:41.953 	1.7e-08	1e-99	2.22e-05	4.78e-10	-1.202e+16
-8.438	-8.775	001:35:42.265 	1.8e-08	1e-99	2.22e-05	4.81e-10	-1.172e+16
-8.125	-8.45	001:35:42.578 	1.8e-08	1e-99	2.22e-05	4.66e-10	-1.322e+16
-7.813	-8.125	001:35:42.890 	1.7e-08	1e-99	2.22e-05	4.77e-10	-1.212e+16
-7.5	-7.8	001:35:43.203 	1.7e-08	1e-99	2.22e-05	4.7e-10	-1.282e+16
-7.188	-7.475	001:35:43.515 	1.8e-08	1e-99	2.23e-05	4.68e-10	-1.302e+16
-6.875	-7.15	001:35:43.828 	1.8e-08	1e-99	2.23e-05	4.77e-10	-1.212e+16
-6.563	-6.825	001:35:44.140 	1.8e-08	1e-99	2.23e-05	4.8e-10	-1.182e+16
-6.25	-6.5	001:35:44.453 	1.8e-08	1e-99	2.23e-05	4.72e-10	-1.262e+16
-5.938	-6.175	001:35:44.765 	1.7e-08	1e-99	2.23e-05	4.77e-10	-1.212e+16
-5.625	-5.85	001:35:45.078 	1.7e-08	1e-99	2.23e-05	4.68e-10	-1.302e+16
-5.313	-5.525	001:35:45.390 	1.7e-08	1e-99	2.23e-05	4.77e-10	-1.212e+16
-5.0	-5.2	001:35:45.703 	1.7e-08	1e-99	2.23e-05	4.79e-10	-1.192e+16
-4.688	-4.875	001:35:46.015 	1.8e-08	1e-99	2.23e-05	4.72e-10	-1.262e+16
-4.375	-4.55	001:35:46.328 	1.8e-08	1e-99	2.23e-05	4.78e-10	-1.202e+16
-4.063	-4.225	001:35:46.640 	1.8e-08	1e-99	2.23e-05	4.76e-10	-1.222e+16
-3.75	-3.9	001:35:46.953 	1.7e-08	1e-99	2.23e-05	4.66e-10	-1.322e+16
-3.438	-3.575	001:35:47.265 	1.8e-08	1e-99	2.22e-05	4.72e-10	-1.262e+16
-3.125	-3.25	001:35:47.578 	1.8e-08	1e-99	2.22e-05	4.72e-10	-1.262e+16
-2.813	-2.925	001:35:47.890 	1.7e-08	1e-99	2.22e-05	4.75e-10	-1.232e+16
-2.5	-2.6	001:35:48.203 	1.7e-08	1e-99	2.22e-05	4.7e-10	-1.282e+16
-2.188	-2.275	001:35:48.515 	1.8e-08	1e-99	2.22e-05	4.77e-10	-1.212e+16
-1.875	-1.95	001:35:48.828 	1.8e-08	1e-99	2.22e-05	4.76e-10	-1.222e+16
-1.563	-1.625	001:35:49.140 	1.8e-08	1e-99	2.22e-05	4.74e-10	-1.242e+16
-1.25	-1.3	001:35:49.453 	1.7e-08	1e-99	2.22e-05	4.71e-10	-1.272e+16
-0.938	-0.975	001:35:49.765 	1.7e-08	1e-99	2.22e-05	4.76e-10	-1.222e+16
-0.625	-0.65	001:35:50.078 	1.7e-08	1e-99	2.22e-05	4.78e-10	-1.202e+16
-0.313	-0.325	001:35:50.390 	6.8e-07	1e-99	2.23e-05	4.69e-10	-1.292e+16
0.0	0.0	001:35:50.703 	9.2e-05	1e-99	2.23e-05	4.77e-10	-1.212e+16
0.312	0.325	001:35:51.015 	0.00012	1e-99	2.23e-05	4.74e-10	-1.242e+16
0.625	0.65	001:35:51.328 	0.0001	1e-99	2.23e-05	4.77e-10	-1.212e+16
0.937	0.975	001:35:51.640 	9.1e-05	1e-99	2.23e-05	4.79e-10	-1.192e+16
1.25	1.3	001:35:51.953 	8.7e-05	1e-99	2.23e-05	4.79e-10	-1.192e+16
1.562	1.625	001:35:52.265 	9.6e-05	1e-99	2.23e-05	4.77e-10	-1.212e+16
1.875	1.95	001:35:52.578 	0.0001	1e-99	2.23e-05	4.77e-10	-1.212e+16
2.187	2.275	001:35:52.890 	9.9e-05	1e-99	2.23e-05	4.79e-10	-1.192e+16
2.5	2.6	001:35:53.203 	9.1e-05	1e-99	2.23e-05	4.78e-10	-1.202e+16
2.812	2.925	001:35:53.515 	9.5e-05	1e-99	2.23e-05	4.76e-10	-1.222e+16
3.125	3.25	001:35:53.828 	9.3e-05	1e-99	2.23e-05	4.72e-10	-1.262e+16
3.437	3.575	001:35:54.140 	8.8e-05	1e-99	2.23e-05	4.71e-10	-1.272e+16
3.75	3.9	001:35:54.453 	8.9e-05	1e-99	2.22e-05	4.71e-10	-1.272e+16
4.062	4.225	001:35:54.765 	9.9e-05	1e-99	2.22e-05	4.73e-10	-1.252e+16
4.375	4.55	001:35:55.078 	9.9e-05	1e-99	2.22e-05	4.83e-10	-1.152e+16
4.687	4.875	001:35:55.390 	9.2e-05	1e-99	2.22e-05	4.8e-10	-1.182e+16
5.0	5.2	001:35:55.703 	0.0001	1e-99	2.22e-05	4.78e-10	-1.202e+16
5.312	5.525	001:35:56.015 	0.0001	1e-99	2.22e-05	4.74e-10	-1.242e+16
5.625	5.85	001:35:56.328 	9.3e-05	1e-99	2.22e-05	4.74e-10	-1.242e+16
5.937	6.175	001:35:56.640 	9e-05	1e-99	2.22e-05	4.76e-10	-1.222e+16
6.25	6.5	001:35:56.953 	9.3e-05	1e-99	2.22e-05	4.74e-10	-1.242e+16
6.562	6.825	001:35:57.265 	9.6e-05	1e-99	2.23e-05	4.81e-10	-1.172e+16
6.875	7.15	001:35:57.578 	9.4e-05	1e-99	2.23e-05	4.69e-10	-1.292e+16
7.187	7.475	001:35:57.890 	9e-05	1e-99	2.23e-05	4.73e-10	-1.252e+16
7.5	7.8	001:35:58.203 	9.6e-05	1e-99	2.23e-05	4.74e-10	-1.242e+16
7.812	8.125	001:35:58.515 	0.0001	1e-99	2.23e-05	4.79e-10	-1.192e+16
8.125	8.45	001:35:58.828 	9.7e-05	1e-99	2.23e-05	4.67e-10	-1.312e+16
8.437	8.775	001:35:59.140 	8.7e-05	1e-99	2.23e-05	4.75e-10	-1.232e+16
8.75	9.1	001:35:59.453 	8.7e-05	1e-99	2.23e-05	4.8e-10	-1.182e+16
9.062	9.425	001:35:59.765 	0.0001	1e-99	2.23e-05	4.76e-10	-1.222e+16
9.375	9.75	001:36:00.078 	0.0001	1e-99	2.23e-05	4.78e-10	-1.202e+16
9.687	10.075	001:36:00.390 	9.5e-05	1e-99	2.23e-05	4.76e-10	-1.222e+16
10.0	10.4	001:36:00.703 	9.1e-05	1e-99	2.23e-05	4.81e-10	-1.172e+16
10.312	10.725	001:36:01.015 	9e-05	1e-99	2.23e-05	4.74e-10	-1.242e+16
10.625	11.05	001:36:01.328 	9.5e-05	1e-99	2.23e-05	4.8e-10	-1.182e+16
10.937	11.375	001:36:01.640 	9.5e-05	1e-99	2.22e-05	4.82e-10	-1.162e+16
11.25	11.7	001:36:01.953 	8.9e-05	1e-99	2.23e-05	4.89e-10	-1.092e+16
11.562	12.025	001:36:02.265 	8.7e-05	1e-99	2.23e-05	4.87e-10	-1.112e+16
11.875	12.35	001:36:02.578 	0.0001	1e-99	2.22e-05	4.85e-10	-1.132e+16
12.187	12.675	001:36:02.890 	9.9e-05	1e-99	2.22e-05	4.93e-10	-1.052e+16
12.5	13.0	001:36:03.203 	9.2e-05	1e-99	2.22e-05	4.87e-10	-1.112e+16
12.812	13.325	001:36:03.515 	8.9e-05	1e-99	2.22e-05	4.89e-10	-1.092e+16
13.125	13.65	001:36:03.828 	0.00015	1e-99	2.22e-05	4.84e-10	-1.142e+16
13.437	13.975	001:36:04.140 	0.00018	1e-99	2.22e-05	4.89e-10	-1.092e+16
13.75	14.3	001:36:04.453 	9.5e-05	1e-99	2.23e-05	4.84e-10	-1.142e+16
14.062	14.625	001:36:04.765 	9.1e-05	1e-99	2.23e-05	4.9e-10	-1.082e+16
14.375	14.95	001:36:05.078 	9.1e-05	1e-99	2.23e-05	5.03e-10	-9.52e+15
14.687	15.275	001:36:05.390 	9.5e-05	1e-99	2.23e-05	4.94e-10	-1.042e+16
15.0	15.6	001:36:05.703 	9.4e-05	1e-99	2.23e-05	4.92e-10	-1.062e+16
15.312	15.925	001:36:06.015 	8.9e-05	1e-99	2.23e-05	5.05e-10	-9.32e+15
15.625	16.25	001:36:06.328 	8.8e-05	1e-99	2.23e-05	4.98e-10	-1.002e+16
15.937	16.575	001:36:06.640 	0.0001	1e-99	2.23e-05	5.05e-10	-9.32e+15
16.25	16.9	001:36:06.953 	0.00015	1e-99	2.23e-05	4.99e-10	-9.92e+15
16.562	17.225	001:36:07.265 	9.4e-05	1e-99	2.23e-05	5.1e-10	-8.82e+15
16.875	17.55	001:36:07.578 	8.8e-05	1e-99	2.23e-05	5.04e-10	-9.42e+15
17.187	17.875	001:36:07.890 	0.0001	1e-99	2.23e-05	5.08e-10	-9.02e+15
17.5	18.2	001:36:08.203 	0.0001	1e-99	2.23e-05	5.13e-10	-8.52e+15
17.812	18.525	001:36:08.515 	9.3e-05	1e-99	2.23e-05	5.1e-10	-8.82e+15
18.125	18.85	001:36:08.828 	9e-05	1e-99	2.23e-05	5.14e-10	-8.42e+15
18.437	19.175	001:36:09.140 	9.1e-05	1e-99	2.23e-05	5.21e-10	-7.72e+15
18.75	19.5	001:36:09.453 	9.6e-05	1e-99	2.23e-05	5.17e-10	-8.12e+15
19.062	19.825	001:36:09.765 	9.3e-05	1e-99	2.23e-05	5.19e-10	-7.92e+15
19.375	20.15	001:36:10.078 	8.7e-05	1e-99	2.23e-05	5.15e-10	-8.32e+15
19.703	20.475	001:36:10.406 	9.1e-05	1e-99	2.23e-05	5.18e-10	-8.02e+15
20.0	20.8	001:36:10.703 	0.0001	1e-99	2.23e-05	5.21e-10	-7.72e+15
20.312	21.125	001:36:11.015 	9.5e-05	1e-99	2.23e-05	5.26e-10	-7.22e+15
20.625	21.45	001:36:11.328 	8.8e-05	1e-99	2.23e-05	5.27e-10	-7.12e+15
20.937	21.775	001:36:11.640 	9.4e-05	1e-99	2.23e-05	5.18e-10	-8.02e+15
21.25	22.1	001:36:11.953 	0.0002	1e-99	2.23e-05	5.2e-10	-7.82e+15
21.562	22.425	001:36:12.265 	0.00013	1e-99	2.23e-05	5.25e-10	-7.32e+15
21.875	22.75	001:36:12.578 	9.4e-05	1e-99	2.23e-05	5.3e-10	-6.82e+15
22.187	23.075	001:36:12.890 	9.2e-05	1e-99	2.23e-05	5.37e-10	-6.12e+15
22.5	23.4	001:36:13.203 	9.2e-05	1e-99	2.23e-05	5.37e-10	-6.12e+15
22.812	23.725	001:36:13.515 	9.4e-05	1e-99	2.23e-05	5.39e-10	-5.92e+15
23.125	24.05	001:36:13.828 	9.4e-05	1e-99	2.24e-05	5.39e-10	-5.92e+15
23.437	24.375	001:36:14.140 	8.9e-05	1e-99	2.23e-05	5.46e-10	-5.22e+15
23.75	24.7	001:36:14.453 	0.0001	1e-99	2.24e-05	5.4e-10	-5.82e+15
24.062	25.025	001:36:14.765 	0.0001	1e-99	2.23e-05	5.5e-10	-4.82e+15
24.375	25.35	001:36:15.078 	9.1e-05	1e-99	2.24e-05	5.52e-10	-4.62e+15
24.687	25.675	001:36:15.390 	8.5e-05	1e-99	2.23e-05	5.46e-10	-5.22e+15
25.0	26.0	001:36:15.703 	9.1e-05	1e-99	2.23e-05	5.48e-10	-5.02e+15
25.312	26.325	001:36:16.015 	0.0001	1e-99	2.23e-05	5.64e-10	-3.42e+15
25.625	26.65	001:36:16.328 	0.0001	1e-99	2.23e-05	5.61e-10	-3.72e+15
25.937	26.975	001:36:16.640 	9.3e-05	1e-99	2.23e-05	5.62e-10	-3.62e+15
26.25	27.3	001:36:16.953 	9.1e-05	1e-99	2.23e-05	5.66e-10	-3.22e+15
26.562	27.625	001:36:17.265 	9.2e-05	1e-99	2.23e-05	5.63e-10	-3.52e+15
26.875	27.95	001:36:17.578 	9.5e-05	1e-99	2.23e-05	5.62e-10	-3.62e+15
27.187	28.275	001:36:17.890 	9.4e-05	1e-99	2.23e-05	5.72e-10	-2.62e+15
27.5	28.6	001:36:18.203 	8.8e-05	1e-99	2.23e-05	5.67e-10	-3.12e+15
27.812	28.925	001:36:18.515 	8.7e-05	1e-99	2.23e-05	5.66e-10	-3.22e+15
28.125	29.25	001:36:18.828 	9.7e-05	1e-99	2.23e-05	5.69e-10	-2.92e+15
28.437	29.575	001:36:19.140 	9.9e-05	1e-99	2.23e-05	5.72e-10	-2.62e+15
28.75	29.9	001:36:19.453 	9.1e-05	1e-99	2.23e-05	5.78e-10	-2.02e+15
29.062	30.225	001:36:19.765 	9.1e-05	1e-99	2.23e-05	5.73e-10	-2.52e+15
29.375	30.55	001:36:20.078 	0.00023	1e-99	2.23e-05	5.78e-10	-2.02e+15
29.687	30.875	001:36:20.390 	0.00013	1e-99	2.23e-05	5.89e-10	-9.2e+14
30.0	31.2	001:36:20.703 	9.2e-05	1e-99	2.24e-05	5.87e-10	-1.12e+15
30.312	31.525	001:36:21.015 	9e-05	1e-99	2.24e-05	5.88e-10	-1.02e+15
30.625	31.85	001:36:21.328 	9.1e-05	1e-99	2.24e-05	5.8e-10	-1.82e+15
30.937	32.175	001:36:21.640 	9.3e-05	1e-99	2.24e-05	5.89e-10	-9.2e+14
31.25	32.5	001:36:21.953 	9.4e-05	1e-99	2.24e-05	5.96e-10	-2.2e+14
31.562	32.825	001:36:22.265 	8.8e-05	1e-99	2.24e-05	6.01e-10	2.8e+14
31.875	33.15	001:36:22.578 	9e-05	1e-99	2.24e-05	5.94e-10	-4.2e+14
32.187	33.475	001:36:22.890 	0.00012	1e-99	2.24e-05	6.05e-10	6.8e+14
32.5	33.8	001:36:23.203 	0.0001	1e-99	2.24e-05	6.15e-10	1.68e+15
32.812	34.125	001:36:23.515 	9.1e-05	1e-99	2.24e-05	6.11e-10	1.28e+15
33.125	34.45	001:36:23.828 	8.7e-05	1e-99	2.23e-05	6.13e-10	1.48e+15
33.437	34.775	001:36:24.140 	9.2e-05	1e-99	2.23e-05	6.13e-10	1.48e+15
33.75	35.1	001:36:24.453 	0.0001	1e-99	2.23e-05	6.12e-10	1.38e+15
34.062	35.425	001:36:24.765 	9.7e-05	1e-99	2.23e-05	6.2e-10	2.18e+15
34.375	35.75	001:36:25.078 	9.2e-05	1e-99	2.23e-05	6.3e-10	3.18e+15
34.687	36.075	001:36:25.390 	9.2e-05	1e-99	2.23e-05	6.22e-10	2.38e+15
35.0	36.4	001:36:25.703 	9.5e-05	1e-99	2.23e-05	6.22e-10	2.38e+15
35.312	36.725	001:36:26.015 	9.5e-05	1e-99	2.24e-05	6.23e-10	2.48e+15
35.625	37.05	001:36:26.328 	8.9e-05	1e-99	2.23e-05	6.28e-10	2.98e+15
35.937	37.375	001:36:26.640 	8.6e-05	1e-99	2.24e-05	6.25e-10	2.68e+15
36.25	37.7	001:36:26.953 	9.5e-05	1e-99	2.24e-05	6.33e-10	3.48e+15
36.562	38.025	001:36:27.265 	0.0001	1e-99	2.24e-05	6.29e-10	3.08e+15
36.875	38.35	001:36:27.578 	9.5e-05	1e-99	2.24e-05	6.38e-10	3.98e+15
37.187	38.675	001:36:27.890 	9e-05	1e-99	2.24e-05	6.42e-10	4.38e+15
37.5	39.0	001:36:28.203 	8.8e-05	1e-99	2.24e-05	6.47e-10	4.88e+15
37.812	39.325	001:36:28.515 	9e-05	1e-99	2.24e-05	6.43e-10	4.48e+15
38.125	39.65	001:36:28.828 	9e-05	1e-99	2.24e-05	6.49e-10	5.08e+15
38.437	39.975	001:36:29.140 	9.3e-05	1e-99	2.24e-05	6.44e-10	4.58e+15
38.75	40.3	001:36:29.453 	9.6e-05	1e-99	2.24e-05	6.48e-10	4.98e+15
39.062	40.625	001:36:29.765 	9.3e-05	1e-99	2.24e-05	6.49e-10	5.08e+15
39.375	40.95	001:36:30.078 	8.7e-05	1e-99	2.24e-05	6.51e-10	5.28e+15
39.687	41.275	001:36:30.390 	9.3e-05	1e-99	2.24e-05	6.52e-10	5.38e+15
40.0	41.6	001:36:30.703 	0.0001	1e-99	2.24e-05	6.62e-10	6.38e+15
40.312	41.925	001:36:31.015 	0.0001	1e-99	2.24e-05	6.65e-10	6.68e+15
40.625	42.25	001:36:31.328 	9.3e-05	1e-99	2.24e-05	6.66e-10	6.78e+15
40.937	42.575	001:36:31.640 	8.7e-05	1e-99	2.24e-05	6.65e-10	6.68e+15
41.25	42.9	001:36:31.953 	9.6e-05	1e-99	2.24e-05	6.71e-10	7.28e+15
41.562	43.225	001:36:32.265 	0.0001	1e-99	2.24e-05	6.75e-10	7.68e+15
41.875	43.55	001:36:32.578 	9.2e-05	1e-99	2.24e-05	6.65e-10	6.68e+15
42.187	43.875	001:36:32.890 	9.1e-05	1e-99	2.24e-05	6.63e-10	6.48e+15
42.5	44.2	001:36:33.203 	9.5e-05	1e-99	2.24e-05	6.83e-10	8.48e+15
42.812	44.525	001:36:33.515 	9.6e-05	1e-99	2.24e-05	6.88e-10	8.98e+15
43.125	44.85	001:36:33.828 	9.1e-05	1e-99	2.24e-05	6.72e-10	7.38e+15
43.437	45.175	001:36:34.140 	8.8e-05	1e-99	2.24e-05	6.85e-10	8.68e+15
43.75	45.5	001:36:34.453 	9.5e-05	1e-99	2.24e-05	6.82e-10	8.38e+15
44.062	45.825	001:36:34.765 	0.0001	1e-99	2.24e-05	6.87e-10	8.88e+15
44.375	46.15	001:36:35.078 	9.2e-05	1e-99	2.24e-05	6.95e-10	9.68e+15
44.687	46.475	001:36:35.390 	8.8e-05	1e-99	2.25e-05	7.04e-10	1.058e+16
45.0	46.8	001:36:35.703 	0.0001	1e-99	2.25e-05	6.97e-10	9.88e+15
45.312	47.125	001:36:36.015 	0.00024	1e-99	2.24e-05	6.99e-10	1.008e+16
45.625	47.45	001:36:36.328 	9.8e-05	1e-99	2.24e-05	7.07e-10	1.088e+16
45.937	47.775	001:36:36.640 	9e-05	1e-99	2.25e-05	7.01e-10	1.028e+16
46.25	48.1	001:36:36.953 	9.3e-05	1e-99	2.24e-05	7.14e-10	1.158e+16
46.562	48.425	001:36:37.265 	9.5e-05	1e-99	2.24e-05	7.16e-10	1.178e+16
46.875	48.75	001:36:37.578 	9.2e-05	1e-99	2.24e-05	7.25e-10	1.268e+16
47.187	49.075	001:36:37.890 	8.8e-05	1e-99	2.24e-05	7.14e-10	1.158e+16
47.5	49.4	001:36:38.203 	0.0001	1e-99	2.24e-05	7.25e-10	1.268e+16
47.812	49.725	001:36:38.515 	0.0001	1e-99	2.24e-05	7.2e-10	1.218e+16
48.125	50.05	001:36:38.828 	9.3e-05	1e-99	2.24e-05	7.23e-10	1.248e+16
48.437	50.375	001:36:39.140 	8.8e-05	1e-99	2.24e-05	7.28e-10	1.298e+16
48.75	50.7	001:36:39.453 	8.8e-05	1e-99	2.24e-05	7.33e-10	1.348e+16
49.062	51.025	001:36:39.765 	0.0001	1e-99	2.24e-05	7.24e-10	1.258e+16
49.375	51.35	001:36:40.078 	0.0001	1e-99	2.24e-05	7.4e-10	1.418e+16
49.687	51.675	001:36:40.390 	9.3e-05	1e-99	2.24e-05	7.26e-10	1.278e+16
50.0	52.0	001:36:40.703 	9.1e-05	1e-99	2.24e-05	7.37e-10	1.388e+16
50.312	52.325	001:36:41.015 	9.7e-05	1e-99	2.25e-05	7.31e-10	1.328e+16
50.625	52.65	001:36:41.328 	9.6e-05	1e-99	2.25e-05	7.36e-10	1.378e+16
50.937	52.975	001:36:41.640 	9.1e-05	1e-99	2.25e-05	7.5e-10	1.518e+16
51.25	53.3	001:36:41.953 	8.7e-05	1e-99	2.25e-05	7.43e-10	1.448e+16
51.562	53.625	001:36:42.265 	9e-05	1e-99	2.25e-05	7.5e-10	1.518e+16
51.875	53.95	001:36:42.578 	0.0001	1e-99	2.25e-05	7.58e-10	1.598e+16
52.187	54.275	001:36:42.890 	9.9e-05	1e-99	2.25e-05	7.48e-10	1.498e+16
52.5	54.6	001:36:43.203 	8.9e-05	1e-99	2.25e-05	7.56e-10	1.578e+16
52.812	54.925	001:36:43.515 	0.0001	1e-99	2.25e-05	7.59e-10	1.608e+16
53.125	55.25	001:36:43.828 	0.00019	1e-99	2.25e-05	7.63e-10	1.648e+16
53.437	55.575	001:36:44.140 	9.3e-05	1e-99	2.25e-05	7.69e-10	1.708e+16
53.75	55.9	001:36:44.453 	9e-05	1e-99	2.25e-05	7.84e-10	1.858e+16
54.062	56.225	001:36:44.765 	8.9e-05	1e-99	2.25e-05	7.69e-10	1.708e+16
54.375	56.55	001:36:45.078 	9.4e-05	1e-99	2.24e-05	7.68e-10	1.698e+16
54.687	56.875	001:36:45.390 	9.5e-05	1e-99	2.24e-05	7.76e-10	1.778e+16
55.0	57.2	001:36:45.703 	9.3e-05	1e-99	2.25e-05	7.76e-10	1.778e+16
55.312	57.525	001:36:46.015 	8.9e-05	1e-99	2.24e-05	7.8e-10	1.818e+16
55.625	57.85	001:36:46.328 	0.0001	1e-99	2.24e-05	7.79e-10	1.808e+16
55.937	58.175	001:36:46.640 	0.0001	1e-99	2.25e-05	7.76e-10	1.778e+16
56.25	58.5	001:36:46.953 	9.2e-05	1e-99	2.25e-05	7.87e-10	1.888e+16
56.562	58.825	001:36:47.265 	8.8e-05	1e-99	2.25e-05	7.97e-10	1.988e+16
56.875	59.15	001:36:47.578 	9.4e-05	1e-99	2.25e-05	7.86e-10	1.878e+16
57.187	59.475	001:36:47.890 	0.0001	1e-99	2.25e-05	7.85e-10	1.868e+16
57.5	59.8	001:36:48.203 	9.5e-05	1e-99	2.25e-05	7.92e-10	1.938e+16
57.812	60.125	001:36:48.515 	9.2e-05	1e-99	2.25e-05	7.9e-10	1.918e+16
58.125	60.45	001:36:48.828 	9.1e-05	1e-99	2.25e-05	7.93e-10	1.948e+16
58.437	60.775	001:36:49.140 	9.2e-05	1e-99	2.25e-05	7.93e-10	1.948e+16
58.75	61.1	001:36:49.453 	9.7e-05	1e-99	2.26e-05	8.16e-10	2.178e+16
59.062	61.425	001:36:49.765 	9.5e-05	1e-99	2.25e-05	8.04e-10	2.058e+16
59.375	61.75	001:36:50.078 	9e-05	1e-99	2.26e-05	8.1e-10	2.118e+16
59.687	62.075	001:36:50.390 	8.6e-05	1e-99	2.25e-05	8.2e-10	2.218e+16
60.0	62.4	001:36:50.703 	9.6e-05	1e-99	2.25e-05	8.13e-10	2.148e+16
60.312	62.725	001:36:51.015 	0.0001	1e-99	2.25e-05	8.1e-10	2.118e+16
60.625	63.05	001:36:51.328 	9.4e-05	1e-99	2.25e-05	8.11e-10	2.128e+16
60.937	63.375	001:36:51.640 	8.7e-05	1e-99	2.25e-05	8.19e-10	2.208e+16
61.25	63.7	001:36:51.953 	0.0001	1e-99	2.25e-05	8.22e-10	2.238e+16
61.562	64.025	001:36:52.265 	0.00013	1e-99	2.25e-05	8.38e-10	2.398e+16
61.875	64.35	001:36:52.578 	9.2e-05	1e-99	2.25e-05	8.28e-10	2.298e+16
62.187	64.675	001:36:52.890 	8.9e-05	1e-99	2.25e-05	8.22e-10	2.238e+16
62.5	65.0	001:36:53.203 	8.9e-05	1e-99	2.25e-05	8.27e-10	2.288e+16
62.812	65.325	001:36:53.515 	9.5e-05	1e-99	2.25e-05	8.08e-10	2.098e+16
63.125	65.65	001:36:53.828 	9.6e-05	1e-99	2.25e-05	8.41e-10	2.428e+16
63.437	65.975	001:36:54.140 	9.2e-05	1e-99	2.25e-05	8.24e-10	2.258e+16
63.75	66.3	001:36:54.453 	8.9e-05	1e-99	2.25e-05	8.34e-10	2.358e+16
64.062	66.625	001:36:54.765 	9.9e-05	1e-99	2.25e-05	8.32e-10	2.338e+16
64.375	66.95	001:36:55.078 	0.00012	1e-99	2.25e-05	8.4e-10	2.418e+16
64.687	67.275	001:36:55.390 	9.8e-05	1e-99	2.25e-05	8.34e-10	2.358e+16
